id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5000434,Rental unit in Zürich · ★4.60 · 1 bedroom · 1 bed · 1 bath,7926514,Ruben,Kreis 11,Affoltern,47.41972,8.51008,Entire home/apt,70,10,35,2023-11-28,0.34,1,179,1,
5081849,Rental unit in Zürich · ★4.89 · 1 bedroom · 1 bath,3595908,Peter,Kreis 4,Langstrasse,47.3797,8.53599,Entire home/apt,149,3,27,2023-12-26,1.16,1,140,14,
5168505,Townhouse in Zürich · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,22404783,Silvia,Kreis 7,Witikon,47.35687,8.59781,Private room,95,2,168,2023-11-30,1.57,2,272,42,
5208392,Serviced apartment in Zürich · ★4.43 · 1 bedroom · 1 bed · 1 bath,17484617,Marie,Kreis 6,Unterstrass,47.38368,8.53995,Entire home/apt,220,3,7,2022-05-01,0.07,22,0,0,
5210463,Serviced apartment in Zürich · ★4.33 · 1 bedroom · 1 bed · 1 bath,17484617,Marie,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,285,3,3,2019-09-08,0.05,22,181,0,
5267443,Rental unit in Zürich · ★4.95 · 3 bedrooms · 4 beds · 2 baths,3845079,Tilke,Kreis 4,Werd,47.37013,8.5263,Entire home/apt,170,7,22,2023-08-06,0.22,1,5,1,
5307932,Rental unit in Zürich · ★4.67 · 2 bedrooms · 3 beds · 1 bath,27493420,Valeria,Kreis 2,Enge,47.3623,8.5273,Entire home/apt,,3,6,2022-10-22,0.06,1,0,0,
5343043,Rental unit in Zürich · 1 bedroom · 1 bed · 1 bath,12282711,Ella,Kreis 10,Höngg,47.40108,8.49317,Entire home/apt,104,5,1,2023-04-12,0.11,1,178,1,
5349018,Serviced apartment in Zürich · 1 bedroom · 1 bed · 1 bath,17484617,Marie,Kreis 8,Mühlebach,47.35578,8.55666,Entire home/apt,255,3,1,2016-10-19,0.01,22,0,0,
5349345,Serviced apartment in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,17484617,Marie,Kreis 8,Mühlebach,47.35578,8.55666,Entire home/apt,255,3,3,2023-06-30,0.17,22,0,2,
5350564,Serviced apartment in Zürich · ★4.25 · Studio · 1 bed · 1 bath,17484617,Marie,Kreis 7,Hirslanden,47.3605,8.56529,Entire home/apt,155,3,16,2022-12-05,0.15,22,0,0,
5350881,Serviced apartment in Zürich · ★4.31 · Studio · 1 bed · 1 bath,17484617,Marie,Kreis 7,Hirslanden,47.3605,8.56529,Entire home/apt,155,3,16,2020-01-06,0.15,22,0,0,
5352022,Rental unit in Zürich · 2 bedrooms · 5 beds · 2.5 baths,12980091,Fabienne,Kreis 10,Höngg,47.40583,8.47929,Entire home/apt,,7,0,,,1,0,0,
5378507,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,18128386,Alessandro,Kreis 11,Oerlikon,47.41072,8.54479,Private room,60,7,0,,,1,89,0,
5483148,Rental unit in Zürich · ★4.58 · 1 bedroom · 1 bed · 1 bath,13570663,Christian Robert,Kreis 1,Rathaus,47.37382,8.54228,Entire home/apt,121,4,402,2023-12-08,3.76,35,329,55,
5609431,Rental unit in Zurich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,5247348,Cathy,Kreis 3,Alt-Wiedikon,47.36911,8.5086,Private room,,2,31,2023-08-27,0.30,1,0,12,
5687423,Rental unit in Zürich · ★4.82 · 2 bedrooms · 3 beds · 2 baths,23561865,Dimi,Kreis 1,Rathaus,47.37286,8.54384,Entire home/apt,285,2,187,2023-12-23,2.05,61,19,4,
5744466,Rental unit in Zürich · ★4.80 · 2 bedrooms · 1 bed · 2 baths,8287735,Fuwa,Kreis 11,Seebach,47.41815,8.55864,Entire home/apt,125,14,128,2022-01-15,1.22,1,179,0,
5779827,Loft in Zürich · ★4.92 · 1 bedroom · 4 beds · 1 bath,24041926,Claus,Kreis 2,Enge,47.35965,8.52389,Entire home/apt,486,2,79,2023-12-03,0.77,1,354,16,
5835936,Rental unit in Zürich · ★4.50 · 1 bedroom · 2 beds · 1 shared bath,2150567,Michaela,Kreis 7,Hirslanden,47.36223,8.56676,Private room,81,1,24,2023-11-04,0.23,2,364,7,
5910202,Rental unit in Zürich · 1 bedroom · 2 beds · 1.5 baths,2046220,Anja,Kreis 8,Weinegg,47.35614,8.56403,Entire home/apt,150,2,0,,,1,63,0,
6007128,Rental unit in Zürich · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,1371406,Jens,Kreis 11,Oerlikon,47.40464,8.55428,Private room,60,2,85,2023-12-02,0.81,2,87,9,
6046542,Rental unit in Zürich · ★4.27 · Studio · 1 bed · 1 bath,13570663,Christian Robert,Kreis 1,Lindenhof,47.37343,8.54054,Entire home/apt,95,6,197,2023-12-13,1.86,35,346,18,
6080762,Rental unit in Zürich · ★4.50 · 1 bedroom · 2 beds · 1 bath,22600456,Jana,Kreis 12,Hirzenbach,47.39872,8.58788,Entire home/apt,93,2,14,2019-07-28,0.13,1,329,0,
6203434,Rental unit in Zürich · ★4.69 · Studio · 1 bed · 1 bath,23561865,Dimi,Kreis 1,Rathaus,47.37079,8.54595,Entire home/apt,140,2,184,2023-12-17,1.80,61,36,9,
6293591,Loft in Zürich · ★4.44 · Studio · 2 beds · 1 bath,75558392,Filipa,Kreis 3,Alt-Wiedikon,47.36706,8.51947,Entire home/apt,111,1,460,2023-12-11,4.41,5,176,52,
6311102,Rental unit in Zürich · ★4.80 · Studio · 1 bed · 1 bath,23561865,Dimi,Kreis 1,Rathaus,47.371803283691406,8.545409202575684,Entire home/apt,179,2,15,2023-12-21,0.14,61,20,8,
6473595,Rental unit in Zürich · ★4.79 · 3 bedrooms · 3 beds · 2 baths,18715465,Joy,Kreis 8,Weinegg,47.36231,8.55827,Entire home/apt,287,7,57,2023-10-08,0.62,7,68,3,
6534203,Rental unit in Zürich · ★4.91 · Studio · 2 beds · 1 bath,32750738,Diana,Kreis 11,Affoltern,47.41322,8.52696,Entire home/apt,,3,65,2023-08-11,0.67,1,0,14,
6540490,Rental unit in Zürich · ★4.76 · 1 bedroom · 1 bed · 1 bath,34205281,Zoe,Kreis 7,Hottingen,47.37065,8.55371,Entire home/apt,130,4,29,2023-06-14,0.28,1,58,4,
6571506,Rental unit in Zürich · ★4.91 · 2 bedrooms · 2 beds · 1 bath,34370813,Ladina,Kreis 4,Hard,47.37528,8.51845,Entire home/apt,175,3,45,2023-10-06,0.43,1,15,4,
6752793,Rental unit in Zürich · ★4.89 · 1 bedroom · 1 bed · 1 private bath,24506658,Anka,Kreis 7,Fluntern,47.37905,8.55564,Private room,77,1,139,2023-12-01,1.35,1,70,14,
6857376,Rental unit in Zürich · ★4.89 · 2 bedrooms · 4 beds · 1 bath,34541936,Strahinja,Kreis 4,Hard,47.37792,8.51425,Entire home/apt,266,1,432,2023-12-10,5.82,12,91,86,
6858968,Rental unit in Zürich · ★5.0 · 2 bedrooms · 2 beds · 1 bath,773469,Cécile,Kreis 8,Mühlebach,47.36555,8.54881,Entire home/apt,190,5,16,2023-08-05,0.16,1,364,1,
6862908,Rental unit in Zürich · ★4.81 · 2 bedrooms · 3 beds · 1.5 baths,23561865,Dimi,Kreis 1,Rathaus,47.37285,8.54585,Entire home/apt,215,2,85,2023-12-23,1.08,61,22,24,
6930672,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,20803042,Lukas,Kreis 4,Langstrasse,47.37563,8.53061,Entire home/apt,,3,7,2022-12-13,0.15,1,0,0,
6996487,Home in Zürich · 1 bedroom · 1 bed · 3 shared baths,36591564,Daniela,Kreis 6,Oberstrass,47.39312,8.55122,Private room,600,3,0,,,1,364,0,
7198903,Rental unit in Zürich · ★4.86 · 1 bedroom · 1 bed · 1.5 baths,3523065,Mohsin,Kreis 8,Weinegg,47.36456,8.55458,Entire home/apt,198,2,7,2020-03-09,0.07,1,4,0,
7232723,Rental unit in Zürich · ★4.89 · 1 bedroom · 1 bed · 2 baths,5470758,Branca,Kreis 1,Hochschulen,47.37789,8.54338,Entire home/apt,350,3,9,2018-08-17,0.09,2,355,0,
7551201,Rental unit in Zürich · ★4.95 · 1 bedroom · 1 bed · 1 bath,4895760,Johannes,Kreis 8,Mühlebach,47.35355,8.55998,Entire home/apt,,2,168,2023-10-23,1.66,1,0,16,
7589458,Rental unit in Zürich · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,39800475,Jun,Kreis 11,Oerlikon,47.41202,8.54668,Private room,61,1,156,2023-12-07,5.58,2,230,65,
7599396,Rental unit in Zürich · ★4.82 · 2 bedrooms · 2 beds · 1 bath,9176822,Ferrat,Kreis 4,Hard,47.37571,8.517,Entire home/apt,172,7,11,2023-09-30,0.11,2,84,1,
7613086,Hut in Zurich · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,39800475,Jun,Kreis 11,Oerlikon,47.40874,8.54407,Private room,66,1,136,2023-12-08,1.33,2,0,46,
7646490,Loft in Zürich · ★4.72 · 1 bedroom · 2 beds · 1 bath,4387358,Mo & Angelika,Kreis 9,Altstetten,47.38479,8.49355,Entire home/apt,138,30,18,2019-11-04,0.18,3,360,0,
7673299,Home in  Zürich · ★4.90 · 1 bedroom · 1 bed · 1.5 shared baths,19610180,Rossana,Kreis 9,Altstetten,47.38085555769336,8.48190337260484,Private room,55,30,59,2023-08-05,0.58,17,294,6,
7673510,Guesthouse in Zürich · ★4.83 · 1 bedroom · 1 bed · 1.5 shared baths,19610180,Rossana,Kreis 9,Altstetten,47.38002,8.48089,Private room,42,30,72,2023-10-09,0.71,17,270,14,
7726353,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bath,40598152,Patricia,Kreis 5,Escher Wyss,47.38771,8.51415,Entire home/apt,143,3,13,2023-10-05,0.14,1,320,7,
7737458,Rental unit in Zürich · ★4.63 · 1 bedroom · 1 bed · 1 bath,40667302,Peter/Engin,Kreis 7,Fluntern,47.37749,8.56042,Entire home/apt,190,2,19,2023-09-30,0.19,14,305,1,
7738385,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,8849758,Miguel,Kreis 7,Hirslanden,47.36077,8.56745,Private room,50,10,8,2020-08-30,0.08,1,179,0,
7739547,Rental unit in Zürich · ★4.86 · 1 bedroom · 1 bed · 1 bath,40667302,Peter/Engin,Kreis 7,Fluntern,47.37895,8.55839,Entire home/apt,197,2,43,2023-11-01,0.43,14,300,1,
7741739,Rental unit in Zürich · ★4.88 · Studio · 1 bed · 1 bath,40667302,Peter/Engin,Kreis 4,Hard,47.37765,8.51169,Entire home/apt,175,5,8,2023-08-06,0.08,14,361,1,
7746167,Rental unit in Zürich · ★4.98 · 1 bedroom · 2 beds · 1 shared bath,9176822,Ferrat,Kreis 3,Sihlfeld,47.37398,8.51586,Private room,113,7,43,2023-09-16,0.43,2,83,3,
7756218,Villa in Zürich · ★4.68 · 1 bedroom · 1 bed · 2 shared baths,40667302,Peter/Engin,Kreis 7,Fluntern,47.37753,8.56021,Private room,150,1,22,2023-04-28,0.24,14,302,2,
7841685,Rental unit in Zürich · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,475053,James,Kreis 1,Rathaus,47.37137,8.54428,Entire home/apt,388,1,96,2023-11-28,0.95,15,356,9,
7847108,Rental unit in Zürich · ★4.21 · 1 bedroom · 1 bed · 1 bath,2150567,Michaela,Kreis 7,Hirslanden,47.36307,8.56628,Entire home/apt,80,2,29,2023-08-13,0.32,2,365,8,
7863692,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,41444761,Reto,Kreis 4,Langstrasse,47.37542035030663,8.528748775284397,Private room,93,1,0,,,1,266,0,
7927329,Rental unit in Zürich · 1 bedroom · 1 bed · 1 shared bath,39464144,Ingrid,Kreis 6,Oberstrass,47.39641,8.55177,Private room,90,30,2,2023-05-30,0.03,2,258,1,
8093940,Villa in Zürich · ★4.67 · 1 bedroom · 1 bed · 2 shared baths,40667302,Peter/Engin,Kreis 7,Fluntern,47.37745,8.55867,Private room,136,1,36,2023-12-22,0.38,14,112,7,
8094116,Villa in Zürich · ★4.55 · Studio · 1 bed · 2 shared baths,40667302,Peter/Engin,Kreis 7,Fluntern,47.37913,8.5601,Private room,130,1,22,2023-11-04,0.26,14,273,5,
8169064,Rental unit in Zürich · ★4.59 · 1 bedroom · 1 bed · 1.5 shared baths,43111694,Susanna,Kreis 7,Witikon,47.357601,8.59931,Private room,41,28,27,2023-08-31,0.27,14,118,3,
8263299,Rental unit in Zürich · ★4.57 · 1 bedroom · 1 bed · 1.5 shared baths,43111694,Susanna,Kreis 7,Witikon,47.357601,8.59931,Private room,47,6,7,2023-04-28,0.07,14,175,1,
8271883,Rental unit in Zürich · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,1371406,Jens,Kreis 11,Oerlikon,47.40395,8.55318,Private room,54,2,136,2023-12-13,1.36,2,74,19,
8321743,Rental unit in Zürich · ★4.94 · 1 bedroom · 2 beds · 1 bath,43870222,Alexandra,Kreis 10,Wipkingen,47.38888,8.53016,Private room,70,1,124,2023-09-30,1.24,1,58,10,
8332340,Rental unit in Zürich · ★4.88 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,91,1,8,2023-11-19,0.09,104,15,4,
8332432,Rental unit in Zürich · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,91,1,0,,,104,0,0,
8370018,Rental unit in Zürich · ★4.81 · 2 bedrooms · 3 beds · 2 baths,475053,James,Kreis 1,City,47.37682,8.53883,Entire home/apt,1121,1,47,2022-04-06,0.47,15,342,0,
8392091,Rental unit in Zürich · ★5.0 · 1 bedroom · 1 bed · 1 bath,36107955,Rachid,Kreis 4,Hard,47.3882,8.49862,Entire home/apt,200,2,9,2023-08-13,0.32,1,0,1,
8397025,Rental unit in Zürich · 1 bedroom · 1 bed · 1.5 baths,1483482,Dusha,Kreis 5,Escher Wyss,47.38722,8.51385,Entire home/apt,185,95,0,,,1,363,0,
8476758,Loft in Zürich · 1 bedroom · 1 bed · 2 baths,2153971,Gasi,Kreis 4,Werd,47.374268,8.521883,Entire home/apt,470,7,1,2017-08-12,0.01,1,363,0,
8627237,Rental unit in Zürich · 1 bedroom · 2 beds · 1 shared bath,27512311,Orfa,Kreis 11,Affoltern,47.41470816864846,8.52268590499677,Private room,120,1,1,2023-08-24,0.24,1,11,1,
8658138,Rental unit in Zürich · ★4.79 · 2 bedrooms · 3 beds · 2 baths,23561865,Dimi,Kreis 8,Mühlebach,47.36124,8.55203,Entire home/apt,195,2,62,2023-12-22,0.62,61,26,17,
8658489,Rental unit in Zürich · ★4.95 · 2 bedrooms · 3 beds · 2 baths,23561865,Dimi,Kreis 8,Mühlebach,47.36136,8.55271,Entire home/apt,226,2,37,2022-07-09,0.37,61,0,0,
8708068,Condo in Zürich · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,22959986,Valentina,Kreis 5,Escher Wyss,47.39178,8.51652,Entire home/apt,132,7,3,2019-08-01,0.03,1,0,0,
8915577,Rental unit in Zürich · ★4.74 · 1 bedroom · 2 beds · 1 bath,23561865,Dimi,Kreis 8,Seefeld,47.3617,8.54981,Entire home/apt,165,2,262,2023-12-17,2.63,61,26,47,
8926048,Rental unit in Zürich · ★4.83 · 1 bedroom · 1 bed · 1.5 shared baths,18327045,Michal,Kreis 3,Sihlfeld,47.37281,8.51772,Private room,,5,110,2022-10-01,1.11,3,0,0,
8971198,Rental unit in Zürich · ★4.85 · 3 bedrooms · 3 beds · 1.5 baths,1477771,Nuria,Kreis 1,Rathaus,47.37242,8.54543,Entire home/apt,260,2,72,2023-08-05,0.73,2,35,11,
9005395,Rental unit in Zürich · ★4.79 · 1 bedroom · 2 beds · 1 bath,3414248,Dmitry,Kreis 3,Alt-Wiedikon,47.36562,8.51243,Entire home/apt,,3,43,2021-09-11,0.43,1,0,0,
9067422,Serviced apartment in Zürich · ★4.80 · 2 bedrooms · 2 beds · 2 baths,17484617,Marie,Kreis 8,Mühlebach,47.35578,8.55666,Entire home/apt,415,3,15,2023-12-04,0.15,22,0,8,
9132333,Rental unit in Zürich · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,1796689,Pascal,Kreis 8,Seefeld,47.35605,8.554,Private room,,2,22,2023-09-10,0.36,1,0,3,
9229424,Villa in Zürich · ★4.48 · 1 bedroom · 1 bed · 2 shared baths,40667302,Peter/Engin,Kreis 7,Fluntern,47.37911,8.56056,Private room,100,1,33,2023-11-02,0.35,14,275,2,
9230066,Rental unit in Zürich · 2 bedrooms · 2 beds · 1 bath,2576851,Alex,Kreis 3,Sihlfeld,47.37665,8.51375,Entire home/apt,1044,30,1,2017-04-05,0.01,1,179,0,
9244524,Rental unit in Zürich · ★4.56 · Studio · 1 bed · 1 bath,12886487,Stephanie,Kreis 4,Langstrasse,47.37708,8.52348,Entire home/apt,155,1,9,2023-11-17,0.12,104,352,5,
9245092,Rental unit in Zürich · ★4.67 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 4,Langstrasse,47.37708,8.52348,Entire home/apt,155,1,6,2019-12-06,0.09,104,322,0,
9245379,Rental unit in Zürich · ★4.48 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 4,Langstrasse,47.37708,8.52348,Entire home/apt,155,1,27,2023-11-03,0.33,104,312,4,
9248507,Rental unit in Zürich · ★4.61 · 2 bedrooms · 3 beds · 1 bath,12886487,Stephanie,Kreis 4,Langstrasse,47.37708,8.52348,Entire home/apt,168,1,74,2023-12-20,0.86,104,342,23,
9248717,Rental unit in Zürich · ★4.65 · 2 bedrooms · 3 beds · 1 bath,12886487,Stephanie,Kreis 4,Langstrasse,47.37708,8.52348,Entire home/apt,168,1,26,2023-08-09,0.30,104,339,4,
9299992,Rental unit in Zürich · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,45893761,Coco,Kreis 6,Oberstrass,47.38281,8.54858,Private room,91,2,32,2023-11-02,0.49,1,136,12,
9336821,Tiny home in Zürich · ★4.95 · 1 bedroom · 2 beds · 1 bath,48459312,Line,Kreis 12,Schwamendingen-Mitte,47.40191,8.57638,Entire home/apt,199,2,37,2023-06-11,0.40,2,55,3,
9338171,Tiny home in Zürich · ★4.93 · 1 bedroom · 2 beds · 1 bath,48459312,Line,Kreis 12,Hirzenbach,47.40066,8.57714,Entire home/apt,199,2,30,2023-09-28,0.33,2,55,3,
9357495,Rental unit in Zürich · ★4.67 · 1 bedroom · 1 bed · 1 bath,48543451,Florence,Kreis 4,Langstrasse,47.37665,8.53022,Entire home/apt,151,4,168,2023-08-05,1.71,1,30,20,
9519509,Villa in Zürich · ★4.66 · 1 bedroom · 1 bed · 2 baths,40667302,Peter/Engin,Kreis 7,Fluntern,47.38165,8.55164,Private room,130,1,38,2023-08-12,0.41,14,364,4,
9520586,Villa in Zürich · ★4.56 · 1 bedroom · 1 bed · 2 shared baths,40667302,Peter/Engin,Kreis 7,Fluntern,47.37788,8.56047,Private room,120,1,18,2023-09-20,0.22,14,364,3,
9526343,Rental unit in Zürich · ★4.97 · 1 bedroom · 1 bed · 1 bath,49352339,Olga,Kreis 6,Unterstrass,47.38938,8.54144,Entire home/apt,,2,29,2017-08-24,0.30,1,0,0,
9598058,Rental unit in Zürich · ★4.25 · 1 bedroom · 2 beds · 1 bath,42267449,Zanyar,Kreis 10,Höngg,47.41102,8.48584,Entire home/apt,,5,4,2018-08-31,0.04,1,0,0,
9783843,Rental unit in Zürich · ★4.81 · 2 bedrooms · 2 beds · 1 bath,23561865,Dimi,Kreis 8,Seefeld,47.35721,8.5547,Entire home/apt,169,2,253,2023-12-22,2.60,61,21,25,
9785013,Rental unit in Zürich · ★4.57 · Studio · 2 beds · 1 bath,13570663,Christian Robert,Kreis 1,City,47.37036,8.5342,Entire home/apt,134,4,96,2023-04-28,0.98,35,359,2,
9892141,Boutique hotel in Zürich · ★4.73 · 1 bedroom · 1 bed · 0 shared baths,50884548,Platzhirsch,Kreis 1,Rathaus,47.37358,8.544,Hotel room,128,1,584,2023-12-12,6.04,3,296,276,
9929768,Rental unit in Zürich · ★4.67 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40805,8.54772,Entire home/apt,92,1,3,2023-10-14,0.04,104,318,1,
10005298,Rental unit in Zürich · ★4.50 · 1 bedroom · 2 beds · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40807,8.54763,Entire home/apt,,1,6,2022-11-17,0.07,104,0,0,
10006040,Rental unit in Zürich · ★3.80 · Studio · 1 bed · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40805,8.5476,Entire home/apt,83,1,5,2020-12-13,0.05,104,56,0,
10006714,Rental unit in Zürich · Studio · 1 bed · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40806,8.54758,Entire home/apt,83,1,2,2017-11-24,0.03,104,270,0,
10044960,Rental unit in Zürich · ★4.81 · 2 bedrooms · 3 beds · 1 bath,23561865,Dimi,Kreis 1,Lindenhof,47.37193,8.54151,Entire home/apt,253,2,43,2023-12-23,0.44,61,17,7,
10047320,Boutique hotel in Zürich · ★4.56 · 1 bedroom · 1 bed · 1 private bath,50884548,Platzhirsch,Kreis 1,Rathaus,47.37358,8.544,Hotel room,178,1,55,2023-12-03,0.81,3,199,48,
10095770,Rental unit in Zürich · ★4.82 · 1 bedroom · 1 bed · 1.5 shared baths,18327045,Michal,Kreis 3,Sihlfeld,47.37472,8.51771,Private room,,12,105,2022-09-17,1.09,3,0,0,
10121853,Rental unit in Zürich · ★5.0 · 2 bedrooms · 2 beds · 1 bath,10082038,Filippo,Kreis 10,Wipkingen,47.39464,8.52482,Entire home/apt,,1,4,2021-07-07,0.04,1,0,0,
10382963,Rental unit in Zürich · ★4.77 · 3 bedrooms · 3 beds · 2.5 baths,475053,James,Kreis 1,Rathaus,47.36945,8.54503,Entire home/apt,682,1,111,2023-12-20,1.15,15,343,23,
10418945,Rental unit in Zürich · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,15136409,Fabienne,Kreis 2,Enge,47.35932,8.52634,Private room,,2,18,2017-09-23,0.19,1,0,0,
10506470,Rental unit in Zürich · ★5.0 · 2 bedrooms · 2 beds · 2 baths,54170965,Asa,Kreis 8,Seefeld,47.36204,8.54883,Entire home/apt,390,7,10,2023-08-10,0.10,1,205,4,
10701017,Home in Zürich · ★4.86 · 1 bedroom · 2 beds · 1.5 baths,54829910,Reisemuus,Kreis 2,Wollishofen,47.34258,8.52317,Entire home/apt,71,1,74,2023-11-16,0.78,1,175,11,
10704449,Rental unit in Zürich · ★4.78 · 1 bedroom · 1 bed · 1.5 baths,16814424,Maria  C,Kreis 6,Unterstrass,47.38096,8.5439,Entire home/apt,185,1,81,2021-01-05,0.85,1,0,0,
10720130,Home in Zürich · ★4.50 · 1 bedroom · 1 bed · 2 baths,40667302,Peter/Engin,Kreis 7,Fluntern,47.3774,8.55989,Private room,100,1,6,2023-11-01,0.17,14,313,2,
10762056,Rental unit in Zürich · ★4.60 · 2 bedrooms · 2 beds · 1 bath,12886487,Stephanie,Kreis 1,Rathaus,47.37485,8.5441,Entire home/apt,166,1,20,2023-11-22,0.32,104,345,11,
10892010,Rental unit in Zürich · ★4.84 · 2 bedrooms · 3 beds · 1 bath,12886487,Stephanie,Kreis 11,Oerlikon,47.40802,8.54762,Entire home/apt,167,1,31,2023-12-21,0.36,104,293,11,
10973187,Rental unit in Zürich · ★4.93 · 2 bedrooms · 2 beds · 1 bath,56932925,Hyesook,Kreis 5,Gewerbeschule,47.38165,8.53305,Entire home/apt,220,3,347,2023-12-18,3.67,2,242,68,
11015954,Rental unit in Zürich · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,33549886,Andreas,Kreis 5,Gewerbeschule,47.38554,8.52551,Private room,66,3,17,2023-11-20,0.26,1,359,1,
11059645,Rental unit in Zürich · ★4.83 · 2 bedrooms · 2 beds · 1.5 baths,4452206,Louisa,Kreis 9,Altstetten,47.38904,8.49381,Entire home/apt,260,5,23,2022-07-13,0.24,3,365,0,
11075723,Rental unit in Zürich · ★4.81 · 2 bedrooms · 3 beds · 1 bath,23561865,Dimi,Kreis 8,Seefeld,47.35721,8.5547,Entire home/apt,209,2,130,2023-12-15,1.38,61,29,64,
11128754,Loft in Zürich · ★5.0 · 2 bedrooms · 1 bed · 1.5 shared baths,521258,Beatrice,Kreis 4,Langstrasse,47.3763,8.52051,Private room,,2,8,2021-07-18,0.09,1,0,0,
11221242,Condo in Zürich · 1 bedroom · 1 bath,29087804,Cintia,Kreis 8,Seefeld,47.36029,8.55096,Entire home/apt,,7,0,,,1,0,0,
11266276,Rental unit in Zürich · ★4.72 · Studio · 1 bath,58818657,Book A Home AG,Kreis 11,Affoltern,47.41888,8.5081,Entire home/apt,100,14,25,2023-01-31,0.27,43,87,2,
11307775,Rental unit in Zürich · 2 bedrooms · 4 beds · 2 baths,59121805,Roland,Kreis 9,Altstetten,47.39785,8.50014,Entire home/apt,350,180,0,,,1,365,0,
11334434,Rental unit in Zürich · ★4.70 · 2 bedrooms · 4 beds · 1 bath,58818657,Book A Home AG,Kreis 11,Affoltern,47.41888,8.5081,Entire home/apt,120,14,20,2023-09-20,0.21,43,87,2,
11397175,Rental unit in Zürich · ★4.84 · 2 bedrooms · 4 beds · 1 bath,1740821,Julien,Kreis 3,Sihlfeld,47.37279,8.50231,Entire home/apt,133,2,25,2023-12-03,2.08,1,8,25,
11597416,Bed and breakfast in Zürich · ★4.92 · 1 bedroom · 1 bed · 2 baths,58977221,Trudi,Kreis 1,Rathaus,47.36953,8.54568,Private room,135,2,89,2023-09-28,1.33,2,145,10,
11612942,Serviced apartment in Zürich · ★4.82 · Studio · 1 bed · 1 bath,46465899,"RELOC Serviced Apartments, Zurich",Kreis 11,Seebach,47.41553,8.5451,Entire home/apt,125,7,11,2022-10-31,0.12,12,174,0,
11728256,Serviced apartment in Zürich · 1 bedroom · 1 bed · 1 bath,46465899,"RELOC Serviced Apartments, Zurich",Kreis 11,Seebach,47.41554,8.54484,Entire home/apt,150,7,2,2019-09-06,0.03,12,178,0,
